"날짜","요일","시간","성별","연령","유형","방문수"
"2023-10-09","월요일","22","","","pass","46"
"2023-10-10","화요일","10","","","pass","499"
"2023-10-10","화요일","11","","","pass","785"
"2023-10-10","화요일","12","","","pass","1137"
"2023-10-10","화요일","13","","","pass","1125"
"2023-10-10","화요일","14","","","pass","1208"
"2023-10-10","화요일","15","","","pass","1019"
"2023-10-10","화요일","16","","","pass","1139"
"2023-10-10","화요일","17","","","pass","918"
"2023-10-10","화요일","18","","","pass","816"
"2023-10-10","화요일","19","","","pass","740"
"2023-10-10","화요일","20","","","pass","742"
"2023-10-10","화요일","21","","","pass","513"
"2023-10-10","화요일","22","","","pass","48"
"2023-10-11","수요일","10","","","pass","27"
"2023-10-11","수요일","11","","","pass","24"
"2023-10-11","수요일","12","","","pass","9"
"2023-10-11","수요일","13","","","pass","13"
"2023-10-11","수요일","14","","","pass","24"
"2023-10-11","수요일","15","","","pass","22"
"2023-10-11","수요일","16","","","pass","6"
"2023-10-11","수요일","17","","","pass","7"
"2023-10-11","수요일","18","","","pass","2"
"2023-10-12","목요일","10","","","pass","566"
"2023-10-12","목요일","11","","","pass","844"
"2023-10-12","목요일","12","","","pass","1127"
"2023-10-12","목요일","13","","","pass","1315"
"2023-10-12","목요일","14","","","pass","1226"
"2023-10-12","목요일","15","","","pass","1265"
"2023-10-12","목요일","16","","","pass","1075"
"2023-10-12","목요일","17","","","pass","1079"
"2023-10-12","목요일","18","","","pass","1055"
"2023-10-12","목요일","19","","","pass","972"
"2023-10-12","목요일","20","","","pass","1018"
"2023-10-12","목요일","21","","","pass","766"
"2023-10-12","목요일","22","","","pass","32"
"2023-10-13","금요일","10","","","pass","474"
"2023-10-13","금요일","11","","","pass","822"
"2023-10-13","금요일","12","","","pass","1297"
"2023-10-13","금요일","13","","","pass","1255"
"2023-10-13","금요일","14","","","pass","1285"
"2023-10-13","금요일","15","","","pass","1519"
"2023-10-13","금요일","16","","","pass","1154"
"2023-10-13","금요일","17","","","pass","1167"
"2023-10-13","금요일","18","","","pass","1119"
"2023-10-13","금요일","19","","","pass","1113"
"2023-10-13","금요일","20","","","pass","1126"
"2023-10-13","금요일","21","","","pass","741"
"2023-10-13","금요일","22","","","pass","71"
"2023-10-14","토요일","10","","","pass","1012"
"2023-10-14","토요일","11","","","pass","1547"
"2023-10-14","토요일","12","","","pass","1951"
"2023-10-14","토요일","13","","","pass","2773"
"2023-10-14","토요일","14","","","pass","2970"
"2023-10-14","토요일","15","","","pass","2798"
"2023-10-14","토요일","16","","","pass","2694"
"2023-10-14","토요일","17","","","pass","2612"
"2023-10-14","토요일","18","","","pass","2128"
"2023-10-14","토요일","19","","","pass","1984"
"2023-10-14","토요일","20","","","pass","1698"
"2023-10-14","토요일","21","","","pass","1198"
"2023-10-14","토요일","22","","","pass","44"
"2023-10-15","일요일","10","","","pass","733"
"2023-10-15","일요일","11","","","pass","1325"
"2023-10-15","일요일","12","","","pass","1887"
"2023-10-15","일요일","13","","","pass","2062"
"2023-10-15","일요일","14","","","pass","2420"
"2023-10-15","일요일","15","","","pass","2657"
"2023-10-15","일요일","16","","","pass","2447"
"2023-10-15","일요일","17","","","pass","2122"
"2023-10-15","일요일","18","","","pass","1803"
"2023-10-15","일요일","19","","","pass","1466"
"2023-10-15","일요일","20","","","pass","1164"
"2023-10-15","일요일","21","","","pass","687"
"2023-10-15","일요일","22","","","pass","28"
"2023-10-16","월요일","10","","","pass","551"
"2023-10-16","월요일","11","","","pass","743"
"2023-10-16","월요일","12","","","pass","1251"
"2023-10-16","월요일","13","","","pass","1384"
"2023-10-16","월요일","14","","","pass","1358"
"2023-10-16","월요일","15","","","pass","1117"
"2023-10-16","월요일","16","","","pass","1286"
"2023-10-16","월요일","17","","","pass","963"
"2023-10-16","월요일","18","","","pass","1147"
"2023-10-16","월요일","19","","","pass","916"
"2023-10-16","월요일","20","","","pass","848"
"2023-10-16","월요일","21","","","pass","555"
"2023-10-16","월요일","22","","","pass","46"
"2023-10-17","화요일","10","","","pass","490"
"2023-10-17","화요일","11","","","pass","781"
"2023-10-17","화요일","12","","","pass","1102"
"2023-10-17","화요일","13","","","pass","1294"
"2023-10-17","화요일","14","","","pass","1273"
"2023-10-17","화요일","15","","","pass","1132"
"2023-10-17","화요일","16","","","pass","1012"
"2023-10-17","화요일","17","","","pass","904"
"2023-10-17","화요일","18","","","pass","766"
"2023-10-17","화요일","19","","","pass","817"
"2023-10-17","화요일","20","","","pass","763"
"2023-10-17","화요일","21","","","pass","477"
"2023-10-17","화요일","22","","","pass","36"
"2023-10-18","수요일","10","","","pass","491"
"2023-10-18","수요일","11","","","pass","646"
"2023-10-18","수요일","12","","","pass","1087"
"2023-10-18","수요일","13","","","pass","1045"
"2023-10-18","수요일","14","","","pass","1108"
"2023-10-18","수요일","15","","","pass","1219"
"2023-10-18","수요일","16","","","pass","1026"
"2023-10-18","수요일","17","","","pass","897"
"2023-10-18","수요일","18","","","pass","897"
"2023-10-18","수요일","19","","","pass","730"
"2023-10-18","수요일","20","","","pass","835"
"2023-10-18","수요일","21","","","pass","609"
"2023-10-18","수요일","22","","","pass","45"
"2023-10-19","목요일","10","","","pass","548"
"2023-10-19","목요일","11","","","pass","710"
"2023-10-19","목요일","12","","","pass","961"
"2023-10-19","목요일","13","","","pass","1287"
"2023-10-19","목요일","14","","","pass","1072"
"2023-10-19","목요일","15","","","pass","1122"
"2023-10-19","목요일","16","","","pass","1129"
"2023-10-19","목요일","17","","","pass","912"
"2023-10-19","목요일","18","","","pass","831"
"2023-10-19","목요일","19","","","pass","825"
"2023-10-19","목요일","20","","","pass","631"
"2023-10-19","목요일","21","","","pass","524"
"2023-10-19","목요일","22","","","pass","43"
"2023-10-20","금요일","10","","","pass","542"
"2023-10-20","금요일","11","","","pass","716"
"2023-10-20","금요일","12","","","pass","1201"
"2023-10-20","금요일","13","","","pass","1239"
"2023-10-20","금요일","14","","","pass","1266"
"2023-10-20","금요일","15","","","pass","1362"
"2023-10-20","금요일","16","","","pass","1426"
"2023-10-20","금요일","17","","","pass","1261"
"2023-10-20","금요일","18","","","pass","1122"
"2023-10-20","금요일","19","","","pass","1005"
"2023-10-20","금요일","20","","","pass","1270"
"2023-10-20","금요일","21","","","pass","789"
"2023-10-20","금요일","22","","","pass","40"
"2023-10-21","토요일","10","","","pass","747"
"2023-10-21","토요일","11","","","pass","1255"
"2023-10-21","토요일","12","","","pass","1790"
"2023-10-21","토요일","13","","","pass","1764"
"2023-10-21","토요일","14","","","pass","1674"
"2023-10-21","토요일","15","","","pass","1649"
"2023-10-21","토요일","16","","","pass","1733"
"2023-10-21","토요일","17","","","pass","2113"
"2023-10-21","토요일","18","","","pass","1807"
"2023-10-21","토요일","19","","","pass","1536"
"2023-10-21","토요일","20","","","pass","1583"
"2023-10-21","토요일","21","","","pass","1607"
"2023-10-21","토요일","22","","","pass","1774"
"2023-10-22","일요일","10","","","pass","857"
"2023-10-22","일요일","11","","","pass","1340"
"2023-10-22","일요일","12","","","pass","1988"
"2023-10-22","일요일","13","","","pass","2454"
"2023-10-22","일요일","14","","","pass","2526"
"2023-10-22","일요일","15","","","pass","2636"
"2023-10-22","일요일","16","","","pass","2984"
"2023-10-22","일요일","17","","","pass","2119"
"2023-10-22","일요일","18","","","pass","2585"
"2023-10-22","일요일","19","","","pass","2236"
"2023-10-22","일요일","20","","","pass","1325"
"2023-10-22","일요일","21","","","pass","747"
"2023-10-22","일요일","22","","","pass","25"
"2023-10-23","월요일","10","","","pass","457"
"2023-10-23","월요일","11","","","pass","822"
"2023-10-23","월요일","12","","","pass","1073"
"2023-10-23","월요일","13","","","pass","1207"
"2023-10-23","월요일","14","","","pass","1204"
"2023-10-23","월요일","15","","","pass","1137"
"2023-10-23","월요일","16","","","pass","1018"
"2023-10-23","월요일","17","","","pass","860"
"2023-10-23","월요일","18","","","pass","865"
"2023-10-23","월요일","19","","","pass","814"
"2023-10-23","월요일","20","","","pass","784"
"2023-10-23","월요일","21","","","pass","521"
"2023-10-23","월요일","22","","","pass","29"
"2023-10-24","화요일","10","","","pass","544"
"2023-10-24","화요일","11","","","pass","738"
"2023-10-24","화요일","12","","","pass","1073"
"2023-10-24","화요일","13","","","pass","1154"
"2023-10-24","화요일","14","","","pass","983"
"2023-10-24","화요일","15","","","pass","938"
"2023-10-24","화요일","16","","","pass","1050"
"2023-10-24","화요일","17","","","pass","857"
"2023-10-24","화요일","18","","","pass","722"
"2023-10-24","화요일","19","","","pass","850"
"2023-10-24","화요일","20","","","pass","821"
"2023-10-24","화요일","21","","","pass","573"
"2023-10-24","화요일","22","","","pass","79"
"2023-10-25","수요일","10","","","pass","26"
"2023-10-25","수요일","11","","","pass","31"
"2023-10-25","수요일","12","","","pass","17"
"2023-10-25","수요일","13","","","pass","29"
"2023-10-25","수요일","14","","","pass","19"
"2023-10-25","수요일","15","","","pass","24"
"2023-10-25","수요일","16","","","pass","14"
"2023-10-25","수요일","17","","","pass","23"
"2023-10-25","수요일","18","","","pass","1"
"2023-10-25","수요일","19","","","pass","1"
"2023-10-26","목요일","10","","","pass","634"
"2023-10-26","목요일","11","","","pass","845"
"2023-10-26","목요일","12","","","pass","1068"
"2023-10-26","목요일","13","","","pass","1417"
"2023-10-26","목요일","14","","","pass","1203"
"2023-10-26","목요일","15","","","pass","1119"
"2023-10-26","목요일","16","","","pass","1109"
"2023-10-26","목요일","17","","","pass","1046"
"2023-10-26","목요일","18","","","pass","908"
"2023-10-26","목요일","19","","","pass","1109"
"2023-10-26","목요일","20","","","pass","835"
"2023-10-26","목요일","21","","","pass","509"
"2023-10-26","목요일","22","","","pass","29"
"2023-10-27","금요일","10","","","pass","350"
"2023-10-27","금요일","11","","","pass","629"
"2023-10-27","금요일","12","","","pass","1050"
"2023-10-27","금요일","13","","","pass","1200"
"2023-10-27","금요일","14","","","pass","1174"
"2023-10-27","금요일","15","","","pass","1147"
"2023-10-27","금요일","16","","","pass","1475"
"2023-10-27","금요일","17","","","pass","1109"
"2023-10-27","금요일","18","","","pass","1027"
"2023-10-27","금요일","19","","","pass","1164"
"2023-10-27","금요일","20","","","pass","1338"
"2023-10-27","금요일","21","","","pass","893"
"2023-10-27","금요일","22","","","pass","64"
"2023-10-28","토요일","10","","","pass","775"
"2023-10-28","토요일","11","","","pass","1250"
"2023-10-28","토요일","12","","","pass","1495"
"2023-10-28","토요일","13","","","pass","1783"
"2023-10-28","토요일","14","","","pass","1933"
"2023-10-28","토요일","15","","","pass","1940"
"2023-10-28","토요일","16","","","pass","1733"
"2023-10-28","토요일","17","","","pass","1588"
"2023-10-28","토요일","18","","","pass","1543"
"2023-10-28","토요일","19","","","pass","1619"
"2023-10-28","토요일","20","","","pass","1794"
"2023-10-28","토요일","21","","","pass","847"
"2023-10-28","토요일","22","","","pass","22"
"2023-10-29","일요일","10","","","pass","768"
"2023-10-29","일요일","11","","","pass","1253"
"2023-10-29","일요일","12","","","pass","1689"
"2023-10-29","일요일","13","","","pass","2113"
"2023-10-29","일요일","14","","","pass","2322"
"2023-10-29","일요일","15","","","pass","2361"
"2023-10-29","일요일","16","","","pass","2206"
"2023-10-29","일요일","17","","","pass","2063"
"2023-10-29","일요일","18","","","pass","1680"
"2023-10-29","일요일","19","","","pass","1459"
"2023-10-29","일요일","20","","","pass","943"
"2023-10-29","일요일","21","","","pass","599"
"2023-10-29","일요일","22","","","pass","19"
"2023-10-30","월요일","10","","","pass","447"
"2023-10-30","월요일","11","","","pass","557"
"2023-10-30","월요일","12","","","pass","1091"
"2023-10-30","월요일","13","","","pass","1070"
"2023-10-30","월요일","14","","","pass","903"
"2023-10-30","월요일","15","","","pass","990"
"2023-10-30","월요일","16","","","pass","858"
"2023-10-30","월요일","17","","","pass","839"
"2023-10-30","월요일","18","","","pass","686"
"2023-10-30","월요일","19","","","pass","723"
"2023-10-30","월요일","20","","","pass","516"
"2023-10-30","월요일","21","","","pass","445"
"2023-10-30","월요일","22","","","pass","25"
"2023-10-31","화요일","10","","","pass","441"
"2023-10-31","화요일","11","","","pass","600"
"2023-10-31","화요일","12","","","pass","1039"
"2023-10-31","화요일","13","","","pass","1189"
"2023-10-31","화요일","14","","","pass","1006"
"2023-10-31","화요일","15","","","pass","1009"
"2023-10-31","화요일","16","","","pass","890"
"2023-10-31","화요일","17","","","pass","820"
"2023-10-31","화요일","18","","","pass","735"
"2023-10-31","화요일","19","","","pass","615"
"2023-10-31","화요일","20","","","pass","719"
"2023-10-31","화요일","21","","","pass","437"
"2023-10-31","화요일","22","","","pass","56"
"2023-11-01","수요일","10","","","pass","69"
"2023-11-01","수요일","11","","","pass","145"
"2023-11-01","수요일","12","","","pass","131"
"2023-11-01","수요일","13","","","pass","199"
"2023-11-01","수요일","14","","","pass","161"
"2023-11-01","수요일","15","","","pass","165"
"2023-11-01","수요일","16","","","pass","209"
"2023-11-01","수요일","17","","","pass","153"
"2023-11-01","수요일","18","","","pass","149"
"2023-11-01","수요일","19","","","pass","61"
"2023-11-01","수요일","20","","","pass","67"
"2023-11-01","수요일","21","","","pass","102"
"2023-11-01","수요일","22","","","pass","7"
"2023-11-02","목요일","10","","","pass","128"
"2023-11-02","목요일","11","","","pass","160"
"2023-11-02","목요일","12","","","pass","171"
